120 7140
0 1 55
0 2 29
0 3 71
0 4 52
0 5 87
0 6 14
0 7 26
0 8 2
0 9 68
0 10 71
0 11 76
0 12 34
0 13 78
0 14 62
0 15 52
0 16 75
0 17 36
0 18 52
0 19 18
0 20 91
0 21 76
0 22 62
0 23 67
0 24 88
0 25 66
0 26 91
0 27 75
0 28 63
0 29 85
0 30 72
0 31 61
0 32 43
0 33 58
0 34 11
0 35 9
0 36 83
0 37 20
0 38 58
0 39 60
0 40 41
0 41 82
0 42 90
0 43 85
0 44 13
0 45 14
0 46 23
0 47 20
0 48 31
0 49 61
0 50 65
0 51 54
0 52 89
0 53 1
0 54 41
0 55 33
0 56 55
0 57 42
0 58 1
0 59 31
0 60 8
0 61 6
0 62 67
0 63 12
0 64 37
0 65 96
0 66 51
0 67 93
0 68 4
0 69 80
0 70 78
0 71 26
0 72 48
0 73 60
0 74 90
0 75 55
0 76 45
0 77 10
0 78 6
0 79 82
0 80 22
0 81 47
0 82 24
0 83 87
0 84 74
0 85 7
0 86 28
0 87 75
0 88 16
0 89 74
0 90 100
0 91 1
0 92 49
0 93 98
0 94 27
0 95 27
0 96 22
0 97 89
0 98 39
0 99 29
0 100 37
0 101 25
0 102 32
0 103 62
0 104 19
0 105 25
0 106 24
0 107 73
0 108 18
0 109 89
0 110 10
0 111 4
0 112 29
0 113 71
0 114 68
0 115 29
0 116 48
0 117 8
0 118 50
0 119 96
1 2 69
1 3 70
1 4 35
1 5 33
1 6 88
1 7 47
1 8 23
1 9 80
1 10 86
1 11 84
1 12 24
1 13 28
1 14 93
1 15 62
1 16 30
1 17 61
1 18 38
1 19 6
1 20 53
1 21 7
1 22 70
1 23 100
1 24 36
1 25 97
1 26 47
1 27 68
1 28 7
1 29 78
1 30 94
1 31 97
1 32 94
1 33 89
1 34 88
1 35 61
1 36 64
1 37 98
1 38 69
1 39 53
1 40 38
1 41 9
1 42 63
1 43 92
1 44 52
1 45 58
1 46 89
1 47 71
1 48 41
1 49 38
1 50 7
1 51 57
1 52 86
1 53 67
1 54 85
1 55 49
1 56 66
1 57 92
1 58 75
1 59 76
1 60 28
1 61 44
1 62 36
1 63 91
1 64 39
1 65 63
1 66 73
1 67 12
1 68 47
1 69 4
1 70 74
1 71 68
1 72 93
1 73 93
1 74 40
1 75 22
1 76 33
1 77 63
1 78 70
1 79 48
1 80 96
1 81 64
1 82 47
1 83 21
1 84 99
1 85 23
1 86 11
1 87 96
1 88 80
1 89 44
1 90 27
1 91 35
1 92 70
1 93 46
1 94 78
1 95 82
1 96 17
1 97 17
1 98 67
1 99 15
1 100 52
1 101 47
1 102 13
1 103 60
1 104 29
1 105 44
1 106 32
1 107 24
1 108 76
1 109 25
1 110 25
1 111 65
1 112 61
1 113 34
1 114 96
1 115 97
1 116 85
1 117 21
1 118 55
1 119 3
2 3 14
2 4 22
2 5 9
2 6 93
2 7 42
2 8 47
2 9 76
2 10 73
2 11 48
2 12 1
2 13 84
2 14 17
2 15 27
2 16 19
2 17 97
2 18 47
2 19 19
2 20 55
2 21 4
2 22 47
2 23 7
2 24 55
2 25 80
2 26 12
2 27 33
2 28 97
2 29 89
2 30 21
2 31 41
2 32 38
2 33 75
2 34 68
2 35 43
2 36 67
2 37 89
2 38 84
2 39 2
2 40 53
2 41 3
2 42 90
2 43 35
2 44 29
2 45 85
2 46 92
2 47 54
2 48 51
2 49 42
2 50 78
2 51 57
2 52 31
2 53 21
2 54 76
2 55 49
2 56 17
2 57 18
2 58 25
2 59 92
2 60 91
2 61 60
2 62 97
2 63 85
2 64 69
2 65 64
2 66 82
2 67 62
2 68 4
2 69 84
2 70 25
2 71 26
2 72 5
2 73 87
2 74 86
2 75 57
2 76 39
2 77 30
2 78 73
2 79 5
2 80 57
2 81 69
2 82 43
2 83 54
2 84 76
2 85 72
2 86 32
2 87 57
2 88 61
2 89 57
2 90 83
2 91 97
2 92 92
2 93 68
2 94 19
2 95 31
2 96 14
2 97 77
2 98 15
2 99 64
2 100 2
2 101 43
2 102 25
2 103 83
2 104 71
2 105 68
2 106 18
2 107 89
2 108 25
2 109 18
2 110 90
2 111 90
2 112 11
2 113 94
2 114 4
2 115 67
2 116 52
2 117 76
2 118 16
2 119 86
3 4 83
3 5 77
3 6 27
3 7 94
3 8 34
3 9 59
3 10 37
3 11 73
3 12 44
3 13 95
3 14 83
3 15 53
3 16 16
3 17 45
3 18 3
3 19 40
3 20 68
3 21 23
3 22 24
3 23 94
3 24 1
3 25 27
3 26 36
3 27 63
3 28 62
3 29 48
3 30 55
3 31 53
3 32 42
3 33 82
3 34 1
3 35 94
3 36 2
3 37 10
3 38 3
3 39 77
3 40 18
3 41 36
3 42 55
3 43 28
3 44 52
3 45 53
3 46 3
3 47 31
3 48 91
3 49 36
3 50 89
3 51 90
3 52 20
3 53 33
3 54 33
3 55 6
3 56 18
3 57 4
3 58 100
3 59 50
3 60 30
3 61 64
3 62 67
3 63 44
3 64 1
3 65 78
3 66 21
3 67 44
3 68 6
3 69 77
3 70 4
3 71 83
3 72 66
3 73 60
3 74 75
3 75 4
3 76 40
3 77 67
3 78 4
3 79 69
3 80 17
3 81 73
3 82 85
3 83 11
3 84 90
3 85 76
3 86 87
3 87 4
3 88 81
3 89 64
3 90 59
3 91 18
3 92 47
3 93 10
3 94 15
3 95 29
3 96 71
3 97 92
3 98 45
3 99 28
3 100 78
3 101 2
3 102 99
3 103 70
3 104 98
3 105 30
3 106 80
3 107 60
3 108 97
3 109 85
3 110 73
3 111 56
3 112 31
3 113 58
3 114 66
3 115 2
3 116 100
3 117 84
3 118 33
3 119 33
4 5 5
4 6 79
4 7 53
4 8 34
4 9 17
4 10 27
4 11 85
4 12 43
4 13 77
4 14 12
4 15 1
4 16 18
4 17 22
4 18 63
4 19 62
4 20 62
4 21 39
4 22 60
4 23 60
4 24 36
4 25 87
4 26 49
4 27 11
4 28 21
4 29 3
4 30 85
4 31 73
4 32 47
4 33 77
4 34 68
4 35 90
4 36 24
4 37 52
4 38 6
4 39 3
4 40 22
4 41 74
4 42 35
4 43 4
4 44 54
4 45 30
4 46 36
4 47 1
4 48 80
4 49 62
4 50 10
4 51 22
4 52 77
4 53 8
4 54 82
4 55 31
4 56 9
4 57 58
4 58 79
4 59 100
4 60 98
4 61 6
4 62 98
4 63 95
4 64 44
4 65 47
4 66 81
4 67 45
4 68 47
4 69 20
4 70 96
4 71 29
4 72 81
4 73 19
4 74 54
4 75 7
4 76 58
4 77 84
4 78 81
4 79 90
4 80 18
4 81 23
4 82 14
4 83 45
4 84 60
4 85 20
4 86 82
4 87 2
4 88 91
4 89 73
4 90 85
4 91 2
4 92 18
4 93 32
4 94 26
4 95 65
4 96 55
4 97 14
4 98 59
4 99 37
4 100 29
4 101 68
4 102 83
4 103 54
4 104 67
4 105 5
4 106 7
4 107 80
4 108 37
4 109 75
4 110 46
4 111 66
4 112 8
4 113 99
4 114 9
4 115 45
4 116 47
4 117 30
4 118 69
4 119 15
5 6 39
5 7 3
5 8 67
5 9 45
5 10 28
5 11 26
5 12 67
5 13 42
5 14 35
5 15 28
5 16 32
5 17 88
5 18 15
5 19 25
5 20 20
5 21 76
5 22 22
5 23 28
5 24 83
5 25 28
5 26 55
5 27 92
5 28 4
5 29 16
5 30 61
5 31 43
5 32 20
5 33 35
5 34 61
5 35 25
5 36 56
5 37 78
5 38 8
5 39 56
5 40 92
5 41 80
5 42 62
5 43 79
5 44 90
5 45 100
5 46 3
5 47 38
5 48 100
5 49 8
5 50 75
5 51 29
5 52 19
5 53 42
5 54 13
5 55 62
5 56 73
5 57 18
5 58 21
5 59 27
5 60 99
5 61 44
5 62 61
5 63 21
5 64 50
5 65 88
5 66 47
5 67 70
