40 780
0 1 38
0 2 94
0 3 51
0 4 23
0 5 97
0 6 86
0 7 3
0 8 33
0 9 37
0 10 31
0 11 2
0 12 79
0 13 35
0 14 85
0 15 80
0 16 99
0 17 9
0 18 8
0 19 18
0 20 29
0 21 77
0 22 6
0 23 85
0 24 76
0 25 39
0 26 86
0 27 42
0 28 32
0 29 3
0 30 6
0 31 73
0 32 86
0 33 50
0 34 69
0 35 14
0 36 38
0 37 48
0 38 49
0 39 53
1 2 97
1 3 13
1 4 57
1 5 58
1 6 31
1 7 79
1 8 75
1 9 57
1 10 27
1 11 53
1 12 52
1 13 56
1 14 46
1 15 23
1 16 83
1 17 90
1 18 87
1 19 2
1 20 61
1 21 38
1 22 97
1 23 56
1 24 58
1 25 28
1 26 69
1 27 100
1 28 93
1 29 76
1 30 22
1 31 63
1 32 24
1 33 30
1 34 85
1 35 33
1 36 91
1 37 44
1 38 77
1 39 13
2 3 39
2 4 80
2 5 23
2 6 37
2 7 41
2 8 63
2 9 7
2 10 37
2 11 19
2 12 99
2 13 81
2 14 86
2 15 96
2 16 73
2 17 73
2 18 76
2 19 26
2 20 29
2 21 79
2 22 12
2 23 77
2 24 16
2 25 23
2 26 70
2 27 89
2 28 32
2 29 56
2 30 63
2 31 68
2 32 37
2 33 13
2 34 45
2 35 18
2 36 81
2 37 91
2 38 97
2 39 45
3 4 1
3 5 94
3 6 5
3 7 79
3 8 55
3 9 23
3 10 99
3 11 9
3 12 56
3 13 76
3 14 40
3 15 85
3 16 24
3 17 95
3 18 4
3 19 95
3 20 100
3 21 40
3 22 65
3 23 60
3 24 17
3 25 82
3 26 68
3 27 6
3 28 80
3 29 55
3 30 29
3 31 75
3 32 9
3 33 40
3 34 84
3 35 92
3 36 38
3 37 3
3 38 87
3 39 98
4 5 72
4 6 42
4 7 15
4 8 94
4 9 69
4 10 13
4 11 78
4 12 52
4 13 17
4 14 31
4 15 43
4 16 70
4 17 59
4 18 26
4 19 51
4 20 76
4 21 69
4 22 32
4 23 43
4 24 2
4 25 51
4 26 79
4 27 15
4 28 99
4 29 2
4 30 74
4 31 92
4 32 11
4 33 23
4 34 34
4 35 53
4 36 66
4 37 28
4 38 58
4 39 70
5 6 44
5 7 47
5 8 8
5 9 97
5 10 88
5 11 40
5 12 63
5 13 52
5 14 36
5 15 46
5 16 42
5 17 37
5 18 89
5 19 65
5 20 68
5 21 59
5 22 71
5 23 77
5 24 37
5 25 72
5 26 10
5 27 56
5 28 4
5 29 2
5 30 26
5 31 71
5 32 52
5 33 11
5 34 25
5 35 11
5 36 5
5 37 64
5 38 39
5 39 36
6 7 54
6 8 58
6 9 52
6 10 74
6 11 19
6 12 78
6 13 51
6 14 11
6 15 95
6 16 90
6 17 57
6 18 22
6 19 56
6 20 16
6 21 14
6 22 68
6 23 57
6 24 34
6 25 16
6 26 64
6 27 100
6 28 79
6 29 67
6 30 79
6 31 69
6 32 69
6 33 36
6 34 8
6 35 82
6 36 11
6 37 30
6 38 13
6 39 92
7 8 55
7 9 14
7 10 1
7 11 48
7 12 30
7 13 59
7 14 36
7 15 91
7 16 51
7 17 45
7 18 100
7 19 42
7 20 32
7 21 86
7 22 97
7 23 81
7 24 88
7 25 41
7 26 4
7 27 31
7 28 70
7 29 83
7 30 1
7 31 59
7 32 56
7 33 58
7 34 99
7 35 22
7 36 41
7 37 97
7 38 3
7 39 32
8 9 90
8 10 25
8 11 97
8 12 35
8 13 87
8 14 76
8 15 27
8 16 13
8 17 46
8 18 76
8 19 15
8 20 8
8 21 89
8 22 48
8 23 60
8 24 46
8 25 95
8 26 16
8 27 12
