40 780
0 1 97
0 2 79
0 3 26
0 4 54
0 5 4
0 6 50
0 7 83
0 8 47
0 9 59
0 10 41
0 11 10
0 12 36
0 13 15
0 14 65
0 15 44
0 16 22
0 17 64
0 18 4
0 19 16
0 20 84
0 21 65
0 22 71
0 23 40
0 24 4
0 25 15
0 26 3
0 27 25
0 28 13
0 29 6
0 30 32
0 31 14
0 32 67
0 33 69
0 34 69
0 35 10
0 36 24
0 37 52
0 38 2
0 39 69
1 2 38
1 3 35
1 4 45
1 5 26
1 6 100
1 7 62
1 8 23
1 9 25
1 10 31
1 11 18
1 12 1
1 13 94
1 14 36
1 15 11
1 16 87
1 17 55
1 18 65
1 19 9
1 20 44
1 21 32
1 22 68
1 23 70
1 24 73
1 25 50
1 26 59
1 27 75
1 28 4
1 29 32
1 30 3
1 31 33
1 32 48
1 33 59
1 34 51
1 35 12
1 36 96
1 37 53
1 38 72
1 39 91
2 3 44
2 4 71
2 5 70
2 6 87
2 7 54
2 8 69
2 9 72
2 10 68
2 11 73
2 12 37
2 13 33
2 14 24
2 15 17
2 16 69
2 17 61
2 18 62
2 19 80
2 20 46
2 21 40
2 22 30
2 23 8
2 24 4
2 25 49
2 26 48
2 27 68
2 28 31
2 29 45
2 30 70
2 31 46
2 32 82
2 33 25
2 34 99
2 35 62
2 36 51
2 37 41
2 38 92
2 39 8
3 4 53
3 5 14
3 6 15
3 7 52
3 8 90
3 9 65
3 10 59
3 11 83
3 12 58
3 13 74
3 14 83
3 15 7
3 16 51
3 17 35
3 18 83
3 19 46
3 20 55
3 21 6
3 22 35
3 23 35
3 24 14
3 25 27
3 26 70
3 27 1
3 28 72
3 29 68
3 30 93
3 31 73
3 32 10
3 33 94
3 34 5
3 35 88
3 36 20
3 37 67
3 38 43
3 39 40
4 5 98
4 6 49
4 7 38
4 8 31
4 9 55
4 10 37
4 11 7
4 12 24
4 13 47
4 14 75
4 15 49
4 16 5
4 17 9
4 18 84
4 19 26
4 20 64
4 21 39
4 22 69
4 23 37
4 24 47
4 25 10
4 26 81
4 27 57
4 28 43
4 29 9
4 30 21
4 31 86
4 32 15
4 33 47
4 34 93
4 35 10
4 36 68
4 37 1
4 38 96
4 39 17
5 6 47
5 7 61
5 8 100
5 9 10
5 10 32
5 11 43
5 12 21
5 13 98
5 14 55
5 15 24
5 16 26
5 17 98
5 18 82
5 19 38
5 20 70
5 21 9
5 22 68
5 23 67
5 24 89
5 25 68
5 26 79
5 27 86
5 28 68
5 29 77
5 30 51
5 31 16
5 32 96
5 33 3
5 34 80
5 35 89
5 36 92
5 37 49
5 38 52
5 39 49
6 7 55
6 8 8
6 9 59
6 10 93
6 11 84
6 12 4
6 13 46
6 14 79
6 15 72
6 16 54
6 17 10
6 18 44
6 19 15
6 20 99
6 21 73
6 22 53
6 23 100
6 24 17
6 25 94
6 26 75
6 27 19
6 28 88
6 29 41
6 30 85
6 31 11
6 32 18
6 33 31
6 34 5
6 35 81
6 36 99
6 37 95
6 38 10
6 39 32
7 8 11
7 9 10
7 10 60
7 11 85
7 12 27
7 13 49
7 14 91
7 15 49
7 16 21
7 17 2
7 18 79
7 19 76
7 20 17
7 21 50
7 22 42
7 23 19
7 24 18
7 25 85
7 26 21
7 27 43
7 28 44
7 29 65
7 30 42
7 31 100
7 32 22
7 33 52
7 34 32
7 35 42
7 36 44
7 37 4
7 38 62
7 39 36
8 9 73
8 10 52
8 11 75
8 12 41
8 13 81
8 14 15
8 15 98
8 16 19
8 17 45
8 18 17
8 19 38
8 20 68
8 21 13
8 22 36
8 23 90
8 24 79
8 25 27
8 26 99
8 27 26
8 28 13
8 29 57
8 30 33
8 31 98
8 32 14
8 33 60
8 34 32
8 35 94
8 36 15
8 37 24
8 38 91
8 39 43
9 10 24
9 11 31
9 12 95
9 13 67
9 14 95
9 15 71
9 16 5
9 17 91
9 18 65
9 19 32
9 20 16
9 21 4
9 22 76
9 23 65
9 24 90
9 25 84
9 26 25
9 27 12
9 28 14
9 29 76
9 30 10
9 31 55
9 32 89
9 33 26
9 34 37
9 35 21
9 36 73
9 37 22
9 38 98
9 39 63
10 11 56
10 12 83
10 13 97
10 14 13
10 15 45
10 16 11
10 17 36
10 18 14
10 19 90
10 20 65
10 21 87
10 22 53
10 23 18
10 24 30
10 25 3
10 26 16
10 27 20
10 28 93
10 29 86
10 30 84
10 31 33
10 32 26
10 33 8
10 34 81
10 35 58
10 36 39
10 37 96
10 38 79
10 39 89
11 12 84
11 13 39
11 14 50
11 15 66
11 16 28
11 17 57
11 18 83
11 19 52
11 20 17
11 21 41
11 22 55
11 23 38
11 24 47
11 25 10
11 26 1
11 27 42
11 28 31
11 29 100
11 30 17
11 31 18
11 32 74
11 33 90
11 34 88
11 35 84
11 36 12
11 37 91
11 38 20
11 39 2
12 13 79
12 14 1
12 15 16
12 16 44
12 17 83
12 18 3
12 19 61
12 20 85
12 21 31
12 22 61
12 23 5
12 24 10
12 25 62
12 26 47
12 27 91
12 28 23
12 29 52
12 30 29
12 31 48
12 32 66
