80 3160
0 1 68
0 2 93
0 3 56
0 4 10
0 5 34
0 6 35
0 7 20
0 8 69
0 9 31
0 10 73
0 11 58
0 12 85
0 13 29
0 14 9
0 15 81
0 16 74
0 17 32
0 18 29
0 19 17
0 20 67
0 21 6
0 22 2
0 23 70
0 24 82
0 25 58
0 26 92
0 27 63
0 28 20
0 29 77
0 30 21
0 31 32
0 32 58
0 33 23
0 34 16
0 35 71
0 36 4
0 37 90
0 38 45
0 39 43
0 40 5
0 41 28
0 42 26
0 43 7
0 44 89
0 45 2
0 46 95
0 47 64
0 48 16
0 49 32
0 50 8
0 51 30
0 52 71
0 53 83
0 54 17
0 55 24
0 56 21
0 57 64
0 58 7
0 59 60
0 60 8
0 61 80
0 62 29
0 63 88
0 64 99
0 65 90
0 66 92
0 67 65
0 68 25
0 69 50
0 70 70
0 71 74
0 72 32
0 73 34
0 74 29
0 75 20
0 76 79
0 77 73
0 78 61
0 79 46
1 2 96
1 3 42
1 4 17
1 5 3
1 6 77
1 7 32
1 8 66
1 9 26
1 10 31
1 11 61
1 12 4
1 13 77
1 14 39
1 15 43
1 16 52
1 17 60
1 18 61
1 19 40
1 20 23
1 21 55
1 22 80
1 23 92
1 24 79
1 25 90
1 26 20
1 27 51
1 28 19
1 29 53
1 30 96
1 31 24
1 32 81
1 33 41
1 34 19
1 35 79
1 36 96
1 37 50
1 38 74
1 39 54
1 40 66
1 41 2
1 42 22
1 43 14
1 44 85
1 45 33
1 46 88
1 47 57
1 48 11
1 49 68
1 50 81
1 51 67
1 52 90
1 53 23
1 54 71
1 55 16
1 56 58
1 57 92
1 58 58
1 59 99
1 60 34
1 61 60
1 62 48
1 63 3
1 64 49
1 65 89
1 66 42
1 67 81
1 68 20
1 69 63
1 70 30
1 71 72
1 72 84
1 73 51
1 74 79
1 75 59
1 76 76
1 77 99
1 78 63
1 79 85
2 3 83
2 4 72
2 5 80
2 6 47
2 7 66
2 8 67
2 9 12
2 10 52
2 11 52
2 12 1
2 13 82
2 14 67
2 15 35
2 16 58
2 17 38
2 18 13
2 19 26
2 20 66
2 21 2
2 22 63
2 23 22
2 24 68
2 25 81
2 26 66
2 27 92
2 28 81
2 29 5
2 30 47
2 31 65
2 32 32
2 33 54
2 34 21
2 35 38
2 36 80
2 37 23
2 38 86
2 39 21
2 40 67
2 41 32
2 42 9
2 43 35
2 44 94
2 45 46
2 46 87
2 47 51
2 48 75
2 49 58
2 50 65
2 51 57
2 52 24
2 53 27
2 54 61
2 55 98
2 56 19
2 57 19
2 58 85
2 59 96
2 60 27
2 61 29
2 62 60
2 63 92
2 64 79
2 65 75
2 66 96
2 67 13
2 68 65
2 69 26
2 70 72
2 71 10
2 72 45
2 73 29
2 74 8
2 75 63
2 76 3
2 77 41
2 78 40
2 79 32
3 4 40
3 5 22
3 6 61
3 7 21
3 8 61
3 9 78
3 10 91
3 11 41
3 12 22
3 13 56
3 14 85
3 15 1
3 16 26
3 17 32
3 18 51
3 19 62
3 20 7
3 21 95
3 22 16
3 23 36
3 24 25
3 25 81
3 26 65
3 27 66
3 28 49
3 29 59
3 30 22
3 31 84
3 32 38
3 33 90
3 34 69
3 35 53
3 36 81
3 37 44
3 38 96
3 39 74
3 40 89
3 41 50
3 42 52
3 43 35
3 44 48
3 45 64
3 46 89
3 47 48
3 48 38
3 49 10
3 50 2
3 51 3
3 52 94
3 53 92
3 54 87
3 55 15
3 56 69
3 57 82
3 58 70
3 59 13
3 60 57
3 61 97
