160 12720
0 1 98
0 2 82
0 3 88
0 4 100
0 5 76
0 6 63
0 7 79
0 8 10
0 9 91
0 10 93
0 11 2
0 12 94
0 13 41
0 14 30
0 15 32
0 16 67
0 17 80
0 18 4
0 19 93
0 20 56
0 21 75
0 22 97
0 23 91
0 24 64
0 25 43
0 26 72
0 27 7
0 28 55
0 29 1
0 30 94
0 31 12
0 32 26
0 33 90
0 34 41
0 35 83
0 36 18
0 37 5
0 38 52
0 39 70
0 40 23
0 41 93
0 42 95
0 43 87
0 44 63
0 45 37
0 46 32
0 47 95
0 48 57
0 49 80
0 50 88
0 51 63
0 52 23
0 53 96
0 54 74
0 55 70
0 56 70
0 57 88
0 58 47
0 59 53
0 60 56
0 61 81
0 62 69
0 63 1
0 64 99
0 65 30
0 66 9
0 67 26
0 68 51
0 69 82
0 70 4
0 71 92
0 72 19
0 73 53
0 74 6
0 75 51
0 76 19
0 77 77
0 78 96
0 79 26
0 80 17
0 81 97
0 82 33
0 83 45
0 84 31
0 85 36
0 86 96
0 87 4
0 88 24
0 89 21
0 90 20
0 91 86
0 92 50
0 93 23
0 94 74
0 95 94
0 96 24
0 97 92
0 98 81
0 99 64
0 100 32
0 101 64
0 102 90
0 103 68
0 104 21
0 105 54
0 106 56
0 107 83
0 108 61
0 109 84
0 110 55
0 111 23
0 112 51
0 113 45
0 114 79
0 115 16
0 116 84
0 117 99
0 118 43
0 119 16
0 120 79
0 121 61
0 122 47
0 123 24
0 124 62
0 125 74
0 126 50
0 127 58
0 128 55
0 129 81
0 130 14
0 131 36
0 132 35
0 133 83
0 134 71
0 135 94
0 136 36
0 137 15
0 138 83
0 139 39
0 140 90
0 141 72
0 142 89
0 143 5
0 144 61
0 145 16
0 146 41
0 147 37
0 148 29
0 149 68
0 150 70
0 151 86
0 152 80
0 153 63
0 154 19
0 155 89
0 156 30
0 157 84
0 158 88
0 159 94
1 2 8
1 3 94
1 4 54
1 5 95
1 6 45
1 7 21
1 8 15
1 9 25
1 10 3
1 11 94
1 12 99
1 13 38
1 14 28
1 15 62
1 16 91
1 17 22
1 18 78
1 19 52
1 20 55
1 21 93
1 22 16
1 23 44
1 24 11
1 25 29
1 26 64
1 27 94
1 28 58
1 29 31
1 30 14
1 31 89
1 32 14
1 33 57
1 34 6
1 35 91
1 36 72
1 37 99
1 38 80
1 39 12
1 40 30
1 41 97
1 42 40
1 43 41
1 44 80
1 45 16
1 46 5
1 47 27
1 48 42
1 49 71
1 50 89
1 51 31
1 52 2
1 53 16
1 54 44
1 55 88
1 56 65
1 57 2
1 58 87
1 59 43
1 60 97
1 61 66
1 62 2
1 63 37
1 64 48
1 65 51
1 66 24
1 67 25
1 68 16
1 69 30
1 70 77
1 71 18
1 72 72
1 73 25
1 74 52
1 75 64
1 76 93
1 77 4
1 78 30
1 79 41
1 80 50
1 81 34
1 82 29
1 83 23
1 84 58
1 85 46
1 86 40
1 87 85
1 88 23
1 89 52
1 90 48
1 91 10
1 92 63
1 93 14
1 94 63
1 95 52
1 96 1
1 97 78
1 98 40
1 99 56
1 100 88
1 101 6
1 102 78
1 103 99
1 104 45
1 105 2
1 106 23
1 107 12
1 108 8
1 109 1
1 110 38
1 111 30
1 112 48
1 113 4
1 114 1
1 115 98
1 116 26
1 117 78
1 118 78
1 119 78
1 120 98
1 121 56
1 122 89
1 123 30
1 124 40
1 125 75
1 126 62
1 127 69
1 128 29
1 129 62
1 130 9
1 131 32
1 132 59
1 133 41
1 134 92
1 135 6
1 136 61
1 137 33
1 138 9
1 139 79
1 140 88
1 141 65
1 142 93
1 143 39
1 144 18
1 145 44
1 146 76
1 147 67
1 148 10
1 149 47
1 150 96
1 151 3
1 152 23
1 153 78
1 154 64
1 155 40
1 156 22
1 157 43
1 158 26
1 159 74
2 3 52
2 4 60
2 5 63
2 6 95
2 7 70
2 8 34
2 9 23
2 10 81
2 11 79
2 12 73
2 13 46
2 14 98
2 15 14
2 16 85
2 17 57
2 18 27
2 19 78
2 20 30
2 21 31
2 22 18
2 23 95
2 24 38
2 25 11
2 26 70
2 27 37
2 28 28
2 29 25
2 30 40
