40 780
0 1 34
0 2 79
0 3 77
0 4 17
0 5 84
0 6 74
0 7 39
0 8 89
0 9 66
0 10 33
0 11 60
0 12 95
0 13 26
0 14 20
0 15 41
0 16 2
0 17 68
0 18 35
0 19 4
0 20 58
0 21 50
0 22 5
0 23 71
0 24 42
0 25 25
0 26 41
0 27 65
0 28 94
0 29 49
0 30 32
0 31 81
0 32 65
0 33 47
0 34 60
0 35 57
0 36 61
0 37 26
0 38 24
0 39 54
1 2 77
1 3 8
1 4 53
1 5 62
1 6 6
1 7 82
1 8 13
1 9 9
1 10 73
1 11 31
1 12 4
1 13 52
1 14 6
1 15 71
1 16 53
1 17 77
1 18 32
1 19 17
1 20 1
1 21 20
1 22 69
1 23 11
1 24 55
1 25 35
1 26 6
1 27 27
1 28 37
1 29 78
1 30 44
1 31 97
1 32 40
1 33 91
1 34 65
1 35 71
1 36 12
1 37 74
1 38 7
1 39 25
2 3 56
2 4 60
2 5 15
2 6 24
2 7 81
2 8 60
2 9 39
2 10 75
2 11 63
2 12 20
2 13 91
2 14 5
2 15 51
2 16 14
2 17 90
2 18 11
2 19 81
2 20 4
2 21 42
2 22 4
2 23 32
2 24 51
2 25 86
2 26 87
2 27 54
2 28 24
2 29 66
2 30 38
2 31 56
2 32 21
2 33 83
2 34 3
2 35 80
2 36 91
2 37 32
2 38 34
2 39 29
3 4 2
3 5 41
3 6 37
3 7 64
3 8 22
3 9 2
3 10 39
3 11 15
3 12 17
3 13 54
3 14 74
3 15 15
3 16 46
3 17 8
3 18 65
3 19 50
3 20 88
3 21 65
3 22 66
3 23 72
3 24 4
3 25 90
3 26 47
3 27 72
3 28 92
3 29 28
3 30 35
3 31 74
3 32 73
3 33 3
3 34 35
3 35 42
3 36 18
3 37 10
3 38 68
3 39 36
4 5 60
4 6 57
4 7 19
4 8 7
4 9 34
4 10 88
4 11 62
4 12 43
4 13 61
4 14 75
4 15 54
4 16 12
4 17 64
4 18 52
4 19 38
4 20 13
4 21 57
4 22 59
4 23 64
4 24 49
4 25 95
4 26 66
4 27 9
4 28 50
4 29 95
4 30 68
4 31 70
4 32 91
4 33 100
4 34 95
4 35 3
4 36 68
4 37 49
4 38 36
4 39 52
5 6 77
5 7 25
5 8 79
5 9 70
5 10 58
5 11 56
5 12 49
5 13 91
5 14 51
5 15 52
5 16 23
5 17 23
5 18 64
5 19 21
5 20 52
5 21 93
5 22 7
5 23 19
5 24 3
5 25 7
5 26 13
5 27 49
5 28 80
5 29 25
5 30 82
5 31 71
5 32 38
5 33 94
5 34 9
5 35 31
5 36 18
5 37 92
5 38 97
5 39 47
6 7 53
6 8 9
6 9 14
6 10 82
6 11 56
6 12 81
6 13 59
6 14 20
6 15 62
6 16 72
6 17 54
6 18 43
6 19 36
6 20 62
6 21 90
6 22 41
6 23 31
6 24 20
6 25 95
6 26 30
6 27 85
6 28 60
6 29 44
6 30 92
6 31 89
6 32 57
6 33 72
6 34 31
6 35 52
6 36 94
6 37 28
6 38 49
6 39 81
7 8 14
7 9 66
7 10 36
7 11 50
7 12 93
7 13 92
7 14 33
7 15 99
7 16 20
7 17 14
7 18 86
7 19 54
7 20 43
7 21 93
7 22 68
7 23 94
7 24 47
7 25 67
7 26 15
7 27 27
7 28 72
7 29 47
7 30 98
7 31 60
7 32 79
7 33 50
7 34 10
7 35 16
7 36 20
7 37 50
7 38 50
7 39 43
8 9 37
8 10 80
8 11 10
8 12 54
8 13 35
8 14 67
8 15 9
8 16 96
8 17 36
8 18 69
