160 12720
0 1 76
0 2 91
0 3 9
0 4 52
0 5 87
0 6 17
0 7 4
0 8 12
0 9 100
0 10 89
0 11 7
0 12 25
0 13 81
0 14 87
0 15 11
0 16 72
0 17 76
0 18 75
0 19 36
0 20 43
0 21 62
0 22 99
0 23 4
0 24 57
0 25 68
0 26 62
0 27 95
0 28 28
0 29 93
0 30 82
0 31 35
0 32 19
0 33 31
0 34 39
0 35 41
0 36 66
0 37 79
0 38 1
0 39 46
0 40 69
0 41 26
0 42 17
0 43 56
0 44 45
0 45 92
0 46 15
0 47 13
0 48 36
0 49 38
0 50 1
0 51 50
0 52 37
0 53 47
0 54 10
0 55 77
0 56 35
0 57 41
0 58 43
0 59 28
0 60 63
0 61 16
0 62 77
0 63 79
0 64 73
0 65 13
0 66 24
0 67 33
0 68 36
0 69 100
0 70 44
0 71 73
0 72 39
0 73 67
0 74 66
0 75 6
0 76 93
0 77 51
0 78 21
0 79 14
0 80 12
0 81 92
0 82 89
0 83 22
0 84 97
0 85 42
0 86 17
0 87 70
0 88 41
0 89 65
0 90 34
0 91 30
0 92 12
0 93 90
0 94 53
0 95 83
0 96 4
0 97 62
0 98 80
0 99 100
0 100 14
0 101 1
0 102 35
0 103 97
0 104 22
0 105 56
0 106 19
0 107 38
0 108 84
0 109 23
0 110 44
0 111 99
0 112 88
0 113 60
0 114 13
0 115 19
0 116 92
0 117 9
0 118 94
0 119 13
0 120 69
0 121 96
0 122 60
0 123 43
0 124 27
0 125 77
0 126 39
0 127 91
0 128 26
0 129 3
0 130 25
0 131 12
0 132 14
0 133 40
0 134 48
0 135 47
0 136 2
0 137 16
0 138 8
0 139 73
0 140 26
0 141 72
0 142 63
0 143 87
0 144 60
0 145 54
0 146 79
0 147 82
0 148 10
0 149 86
0 150 47
0 151 63
0 152 6
0 153 42
0 154 5
0 155 54
0 156 16
0 157 91
0 158 51
0 159 85
1 2 36
1 3 65
1 4 84
1 5 89
1 6 98
1 7 83
1 8 39
1 9 35
1 10 92
1 11 48
1 12 60
1 13 28
1 14 23
1 15 11
1 16 32
1 17 72
1 18 67
1 19 7
1 20 100
1 21 16
1 22 50
1 23 60
1 24 83
1 25 11
1 26 66
1 27 67
1 28 82
1 29 72
1 30 29
1 31 16
1 32 51
1 33 3
1 34 50
1 35 99
1 36 82
1 37 58
1 38 52
1 39 47
1 40 18
1 41 47
1 42 92
1 43 57
1 44 62
1 45 17
1 46 55
1 47 35
1 48 60
1 49 77
1 50 59
1 51 63
1 52 8
1 53 90
1 54 22
1 55 89
1 56 39
1 57 9
1 58 67
1 59 50
1 60 58
1 61 80
1 62 74
1 63 28
1 64 77
1 65 2
1 66 92
1 67 98
1 68 68
1 69 10
1 70 89
1 71 10
1 72 34
1 73 22
1 74 15
1 75 72
1 76 48
1 77 72
1 78 95
1 79 34
1 80 65
1 81 62
