40 780
0 1 94
0 2 81
0 3 8
0 4 64
0 5 35
0 6 17
0 7 92
0 8 13
0 9 44
0 10 23
0 11 42
0 12 6
0 13 17
0 14 73
0 15 3
0 16 66
0 17 47
0 18 55
0 19 64
0 20 58
0 21 80
0 22 26
0 23 55
0 24 23
0 25 64
0 26 30
0 27 35
0 28 21
0 29 82
0 30 36
0 31 98
0 32 42
0 33 49
0 34 95
0 35 82
0 36 31
0 37 69
0 38 94
0 39 78
1 2 89
1 3 98
1 4 33
1 5 37
1 6 93
1 7 21
1 8 32
1 9 43
1 10 10
1 11 69
1 12 73
1 13 15
1 14 46
1 15 59
1 16 88
1 17 5
1 18 48
1 19 28
1 20 75
1 21 3
1 22 65
1 23 14
1 24 23
1 25 67
1 26 38
1 27 51
1 28 12
1 29 50
1 30 90
1 31 86
1 32 61
1 33 64
1 34 12
1 35 55
1 36 64
1 37 82
1 38 4
1 39 91
2 3 68
2 4 44
2 5 86
2 6 60
2 7 77
2 8 76
2 9 84
2 10 32
2 11 22
2 12 66
2 13 42
2 14 44
2 15 26
2 16 84
2 17 52
2 18 24
2 19 7
2 20 46
2 21 61
2 22 23
2 23 70
2 24 55
2 25 9
2 26 90
2 27 85
2 28 39
2 29 6
2 30 62
2 31 52
2 32 95
2 33 86
2 34 18
2 35 59
2 36 81
2 37 70
2 38 75
2 39 46
3 4 11
3 5 38
3 6 52
3 7 4
3 8 6
3 9 17
3 10 39
3 11 96
3 12 63
3 13 83
3 14 49
3 15 36
3 16 32
3 17 96
3 18 45
3 19 16
3 20 92
3 21 51
3 22 90
3 23 76
3 24 38
3 25 2
3 26 39
3 27 38
3 28 92
3 29 87
3 30 85
3 31 47
3 32 5
3 33 53
3 34 75
3 35 28
3 36 1
3 37 95
3 38 98
3 39 18
4 5 85
4 6 1
4 7 70
4 8 70
4 9 70
4 10 8
4 11 48
4 12 54
4 13 33
4 14 6
4 15 20
4 16 52
4 17 40
4 18 55
4 19 28
4 20 69
4 21 6
4 22 37
4 23 28
4 24 15
4 25 4
4 26 70
4 27 25
4 28 56
4 29 70
4 30 82
4 31 44
4 32 16
4 33 25
4 34 8
4 35 47
4 36 45
4 37 64
4 38 43
4 39 59
5 6 17
5 7 57
5 8 62
5 9 20
5 10 74
5 11 9
5 12 76
5 13 73
5 14 22
5 15 15
5 16 67
5 17 94
5 18 59
5 19 3
5 20 92
5 21 88
5 22 33
5 23 46
5 24 93
5 25 32
5 26 28
5 27 26
5 28 21
5 29 62
5 30 90
5 31 89
5 32 63
5 33 52
5 34 70
5 35 44
5 36 71
5 37 78
5 38 78
5 39 38
6 7 42
6 8 56
6 9 48
6 10 24
6 11 54
6 12 62
6 13 15
6 14 30
6 15 82
6 16 39
6 17 48
6 18 33
6 19 21
6 20 27
6 21 66
6 22 100
6 23 20
6 24 11
6 25 37
6 26 89
6 27 15
6 28 81
6 29 80
6 30 34
6 31 77
6 32 15
6 33 15
6 34 44
6 35 76
6 36 66
6 37 20
6 38 57
6 39 6
7 8 90
7 9 38
7 10 79
7 11 4
7 12 82
7 13 79
7 14 96
7 15 81
7 16 73
7 17 45
7 18 88
7 19 99
7 20 43
7 21 63
7 22 53
7 23 68
7 24 10
7 25 70
7 26 91
7 27 22
7 28 12
7 29 92
7 30 1
7 31 37
7 32 29
7 33 26
7 34 1
7 35 45
7 36 95
7 37 95
7 38 92
7 39 12
8 9 67
8 10 97
8 11 31
8 12 19
8 13 2
8 14 94
8 15 61
8 16 68
8 17 30
8 18 7
8 19 9
8 20 71
8 21 70
8 22 11
8 23 83
8 24 60
8 25 3
8 26 67
8 27 63
8 28 51
8 29 53
8 30 19
8 31 65
8 32 98
8 33 82
8 34 79
8 35 83
8 36 53
8 37 30
8 38 72
8 39 31
9 10 10
9 11 84
9 12 47
9 13 84
9 14 1
9 15 13
9 16 74
9 17 92
9 18 50
9 19 76
9 20 86
9 21 60
9 22 4
9 23 55
9 24 34
9 25 16
9 26 4
9 27 32
9 28 76
9 29 96
9 30 20
9 31 52
9 32 74
9 33 58
9 34 62
9 35 16
9 36 20
9 37 49
9 38 30
9 39 29
10 11 53
10 12 70
10 13 17
10 14 65
10 15 9
10 16 1
10 17 83
10 18 45
10 19 90
