160 12720
0 1 28
0 2 1
0 3 43
0 4 96
0 5 26
0 6 5
0 7 65
0 8 49
0 9 98
0 10 44
0 11 58
0 12 24
0 13 1
0 14 58
0 15 52
0 16 81
0 17 77
0 18 94
0 19 51
0 20 63
0 21 56
0 22 90
0 23 12
0 24 5
0 25 11
0 26 24
0 27 80
0 28 97
0 29 44
0 30 58
0 31 47
0 32 51
0 33 91
0 34 2
0 35 13
0 36 65
0 37 75
0 38 57
0 39 18
0 40 12
0 41 1
0 42 89
0 43 65
0 44 78
0 45 89
0 46 80
0 47 70
0 48 50
0 49 7
0 50 49
0 51 21
0 52 22
0 53 90
0 54 85
0 55 42
0 56 71
0 57 35
0 58 98
0 59 22
0 60 97
0 61 82
0 62 60
0 63 79
0 64 93
0 65 63
0 66 21
0 67 4
0 68 27
0 69 43
0 70 72
0 71 78
0 72 93
0 73 100
0 74 38
0 75 23
0 76 100
0 77 92
0 78 20
0 79 79
0 80 34
0 81 37
0 82 28
0 83 74
0 84 92
0 85 73
0 86 81
0 87 7
0 88 21
0 89 59
0 90 53
0 91 18
0 92 22
0 93 26
0 94 15
0 95 51
0 96 63
0 97 22
0 98 68
0 99 86
0 100 64
0 101 43
0 102 6
0 103 63
0 104 29
0 105 61
0 106 29
0 107 38
0 108 24
0 109 12
0 110 10
0 111 5
0 112 44
0 113 31
0 114 48
0 115 74
0 116 12
0 117 59
0 118 52
0 119 97
0 120 38
0 121 6
0 122 79
0 123 42
0 124 64
0 125 55
0 126 11
0 127 29
0 128 58
0 129 38
0 130 12
0 131 98
0 132 89
0 133 36
0 134 2
0 135 51
0 136 60
0 137 13
0 138 66
0 139 19
0 140 83
0 141 9
0 142 1
0 143 47
0 144 19
0 145 51
0 146 54
0 147 94
0 148 70
0 149 68
0 150 53
0 151 75
0 152 5
0 153 38
0 154 92
0 155 40
0 156 93
0 157 98
0 158 63
0 159 26
1 2 88
1 3 59
1 4 7
1 5 1
1 6 82
1 7 4
1 8 82
1 9 90
1 10 18
1 11 72
1 12 47
1 13 38
1 14 89
1 15 57
1 16 90
1 17 31
1 18 100
1 19 45
1 20 95
1 21 26
1 22 27
1 23 89
1 24 9
1 25 27
1 26 13
1 27 89
1 28 73
1 29 48
1 30 69
1 31 31
1 32 36
1 33 63
1 34 11
1 35 30
1 36 98
1 37 3
1 38 61
1 39 30
1 40 74
1 41 59
1 42 2
1 43 20
1 44 57
1 45 100
1 46 81
1 47 6
1 48 11
1 49 68
1 50 59
1 51 74
1 52 92
1 53 93
1 54 16
1 55 45
1 56 53
1 57 17
1 58 64
1 59 23
1 60 42
1 61 91
1 62 89
1 63 89
1 64 82
1 65 52
1 66 38
1 67 58
1 68 95
1 69 14
1 70 39
1 71 53
1 72 16
1 73 54
1 74 30
1 75 100
1 76 39
1 77 34
1 78 37
1 79 39
1 80 74
1 81 60
1 82 71
1 83 7
1 84 79
1 85 100
1 86 6
1 87 93
1 88 35
1 89 97
1 90 4
1 91 78
1 92 9
1 93 48
1 94 10
1 95 1
1 96 94
1 97 15
1 98 64
1 99 3
1 100 76
1 101 31
1 102 70
1 103 94
1 104 63
1 105 42
1 106 6
1 107 61
1 108 79
1 109 5
1 110 10
1 111 24
1 112 32
1 113 57
1 114 67
1 115 14
1 116 23
1 117 54
1 118 10
1 119 15
1 120 63
1 121 1
1 122 40
1 123 27
