40 780
0 1 22
0 2 30
0 3 40
0 4 5
0 5 30
0 6 17
0 7 24
0 8 99
0 9 51
0 10 54
0 11 25
0 12 17
0 13 33
0 14 93
0 15 86
0 16 81
0 17 50
0 18 85
0 19 74
0 20 94
0 21 6
0 22 18
0 23 71
0 24 13
0 25 12
0 26 9
0 27 76
0 28 36
0 29 36
0 30 23
0 31 30
0 32 30
0 33 57
0 34 73
0 35 57
0 36 57
0 37 9
0 38 75
0 39 11
1 2 14
1 3 18
1 4 1
1 5 99
1 6 74
1 7 27
1 8 22
1 9 53
1 10 12
1 11 49
1 12 39
1 13 67
1 14 43
1 15 4
1 16 94
1 17 44
1 18 61
1 19 47
1 20 44
1 21 84
1 22 24
1 23 22
1 24 49
1 25 27
1 26 59
1 27 29
1 28 58
1 29 74
1 30 66
1 31 17
1 32 70
1 33 20
1 34 87
1 35 12
1 36 80
1 37 14
1 38 89
1 39 26
2 3 77
2 4 12
2 5 54
2 6 50
2 7 22
2 8 99
2 9 2
2 10 59
2 11 49
2 12 45
2 13 100
2 14 27
2 15 1
2 16 80
2 17 86
2 18 57
2 19 20
2 20 47
2 21 79
2 22 16
2 23 3
2 24 57
2 25 29
2 26 35
2 27 62
2 28 64
2 29 53
2 30 56
2 31 11
2 32 31
2 33 53
2 34 14
2 35 91
2 36 82
2 37 4
2 38 23
2 39 39
3 4 26
3 5 56
3 6 60
3 7 7
3 8 27
3 9 12
3 10 23
3 11 37
3 12 52
3 13 11
3 14 80
3 15 9
3 16 28
3 17 9
3 18 91
3 19 14
3 20 67
3 21 97
3 22 81
3 23 77
3 24 32
3 25 38
3 26 8
3 27 41
3 28 79
3 29 60
3 30 54
3 31 12
3 32 42
3 33 75
3 34 48
3 35 65
3 36 2
3 37 6
3 38 12
3 39 98
4 5 72
4 6 67
4 7 2
4 8 69
4 9 25
4 10 95
4 11 20
4 12 64
4 13 23
4 14 93
4 15 58
4 16 18
4 17 78
4 18 76
4 19 17
4 20 7
4 21 84
4 22 74
4 23 37
4 24 4
4 25 83
4 26 59
4 27 69
4 28 43
4 29 85
4 30 96
4 31 77
4 32 26
4 33 2
4 34 51
4 35 71
4 36 31
4 37 92
4 38 35
4 39 5
5 6 49
5 7 4
5 8 56
5 9 57
5 10 35
5 11 9
5 12 100
5 13 35
5 14 33
5 15 68
5 16 14
5 17 49
5 18 58
5 19 9
5 20 67
5 21 88
5 22 99
5 23 52
5 24 21
5 25 94
5 26 85
5 27 10
5 28 12
5 29 92
5 30 51
5 31 55
5 32 62
5 33 67
5 34 43
5 35 59
5 36 25
5 37 2
5 38 39
5 39 23
6 7 51
6 8 82
6 9 55
6 10 60
6 11 14
6 12 72
6 13 93
6 14 35
6 15 8
6 16 11
6 17 48
6 18 24
6 19 44
6 20 23
6 21 45
6 22 56
