120 7140
0 1 38
0 2 68
0 3 10
0 4 42
0 5 89
0 6 5
0 7 36
0 8 30
0 9 86
0 10 92
0 11 19
0 12 9
0 13 43
0 14 65
0 15 68
0 16 10
0 17 74
0 18 86
0 19 75
0 20 17
0 21 21
0 22 76
0 23 52
0 24 34
0 25 91
0 26 82
0 27 81
0 28 24
0 29 57
0 30 95
0 31 9
0 32 85
0 33 51
0 34 69
0 35 78
0 36 40
0 37 33
0 38 60
0 39 28
0 40 47
0 41 53
0 42 91
0 43 49
0 44 84
0 45 42
0 46 31
0 47 50
0 48 1
0 49 9
0 50 75
0 51 39
0 52 71
0 53 80
0 54 1
0 55 10
0 56 73
0 57 45
0 58 16
0 59 59
0 60 86
0 61 16
0 62 96
0 63 33
0 64 55
0 65 32
0 66 98
0 67 68
0 68 6
0 69 70
0 70 60
0 71 10
0 72 50
0 73 11
0 74 4
0 75 45
0 76 62
0 77 11
0 78 32
0 79 23
0 80 82
0 81 44
0 82 52
0 83 43
0 84 81
0 85 5
0 86 21
0 87 31
0 88 70
0 89 39
0 90 49
0 91 98
0 92 41
0 93 10
0 94 18
0 95 5
0 96 43
0 97 58
0 98 87
0 99 64
0 100 90
0 101 66
0 102 13
0 103 86
0 104 64
0 105 33
0 106 96
0 107 12
0 108 29
0 109 36
0 110 32
0 111 88
0 112 96
0 113 33
0 114 54
0 115 61
0 116 79
0 117 31
0 118 22
0 119 57
1 2 72
1 3 41
1 4 3
1 5 81
1 6 41
1 7 3
1 8 53
1 9 75
1 10 41
1 11 21
1 12 37
1 13 93
1 14 50
1 15 66
1 16 41
1 17 78
1 18 4
1 19 80
1 20 43
1 21 83
1 22 80
1 23 37
1 24 51
1 25 9
1 26 38
1 27 7
1 28 75
1 29 87
1 30 27
1 31 8
1 32 21
1 33 95
1 34 29
1 35 85
1 36 2
1 37 70
1 38 66
1 39 84
1 40 24
1 41 97
1 42 56
1 43 95
1 44 94
1 45 24
1 46 46
1 47 10
1 48 55
1 49 55
1 50 88
1 51 20
1 52 97
1 53 35
1 54 79
1 55 57
1 56 75
1 57 99
1 58 79
1 59 92
1 60 89
1 61 73
1 62 84
1 63 76
1 64 66
1 65 25
1 66 11
1 67 26
1 68 7
1 69 82
1 70 39
1 71 98
1 72 30
1 73 95
1 74 44
1 75 43
1 76 75
1 77 6
1 78 23
1 79 59
1 80 38
1 81 60
1 82 5
1 83 18
1 84 68
1 85 32
1 86 17
1 87 48
1 88 72
1 89 61
1 90 17
1 91 28
1 92 89
1 93 36
1 94 88
1 95 77
1 96 32
1 97 89
1 98 97
1 99 32
1 100 96
1 101 86
1 102 47
1 103 81
1 104 1
1 105 40
1 106 49
1 107 20
1 108 38
1 109 14
1 110 15
1 111 33
1 112 48
1 113 82
1 114 78
1 115 48
1 116 2
1 117 23
1 118 8
1 119 46
2 3 3
2 4 99
2 5 77
2 6 95
2 7 72
2 8 54
2 9 29
2 10 35
2 11 71
2 12 34
2 13 33
2 14 16
2 15 48
2 16 67
2 17 24
2 18 1
2 19 68
2 20 77
2 21 49
2 22 68
2 23 78
2 24 60
2 25 76
2 26 9
2 27 91
2 28 9
2 29 23
2 30 51
2 31 44
2 32 19
2 33 1
2 34 66
2 35 45
2 36 32
2 37 40
2 38 42
2 39 56
2 40 49
2 41 61
2 42 52
2 43 28
2 44 33
2 45 58
2 46 66
2 47 43
2 48 28
2 49 61
2 50 95
2 51 62
2 52 95
2 53 33
2 54 96
2 55 92
2 56 91
2 57 41
2 58 14
2 59 100
2 60 25
2 61 80
2 62 24
2 63 21
2 64 82
2 65 18
2 66 42
2 67 93
2 68 30
2 69 79
2 70 73
2 71 64
2 72 82
2 73 16
2 74 4
2 75 32
2 76 26
2 77 56
2 78 46
2 79 41
2 80 92
2 81 72
2 82 79
2 83 52
2 84 65
2 85 42
2 86 43
2 87 31
2 88 2
2 89 87
2 90 37
2 91 88
2 92 79
2 93 94
2 94 18
2 95 42
2 96 12
2 97 99
2 98 46
2 99 76
2 100 75
2 101 44
2 102 15
2 103 82
2 104 76
2 105 29
2 106 88
2 107 11
2 108 72
2 109 47
2 110 13
2 111 28
2 112 68
2 113 62
2 114 100
2 115 80
2 116 98
2 117 25
2 118 30
2 119 29
3 4 22
3 5 13
3 6 15
3 7 3
3 8 36
3 9 23
3 10 74
3 11 31
3 12 64
3 13 60
3 14 6
3 15 98
3 16 45
3 17 3
3 18 89
3 19 71
3 20 70
3 21 16
3 22 73
3 23 76
3 24 24
3 25 53
3 26 54
3 27 74
3 28 31
3 29 91
3 30 26
3 31 11
3 32 76
3 33 43
3 34 25
3 35 51
3 36 30
3 37 57
3 38 20
3 39 98
3 40 7
3 41 23
3 42 34
3 43 9
3 44 52
3 45 32
3 46 21
3 47 23
3 48 37
3 49 7
3 50 43
3 51 19
3 52 95
3 53 87
3 54 3
3 55 58
3 56 24
