80 3160
0 1 33
0 2 8
0 3 88
0 4 14
0 5 5
0 6 94
0 7 89
0 8 7
0 9 25
0 10 16
0 11 19
0 12 17
0 13 34
0 14 29
0 15 77
0 16 47
0 17 53
0 18 89
0 19 4
0 20 65
0 21 84
0 22 75
0 23 34
0 24 80
0 25 62
0 26 78
0 27 35
0 28 31
0 29 82
0 30 36
0 31 2
0 32 95
0 33 26
0 34 68
0 35 15
0 36 85
0 37 23
0 38 94
0 39 28
0 40 18
0 41 18
0 42 49
0 43 80
0 44 62
0 45 12
0 46 98
0 47 8
0 48 76
0 49 8
0 50 99
0 51 89
0 52 47
0 53 56
0 54 18
0 55 56
0 56 4
0 57 42
0 58 14
0 59 36
0 60 21
0 61 33
0 62 66
0 63 71
0 64 30
0 65 32
0 66 38
0 67 100
0 68 44
0 69 49
0 70 86
0 71 20
0 72 38
0 73 27
0 74 12
0 75 92
0 76 53
0 77 14
0 78 16
0 79 70
1 2 96
1 3 61
1 4 55
1 5 88
1 6 88
1 7 97
1 8 29
1 9 100
1 10 51
1 11 2
1 12 61
1 13 69
1 14 79
1 15 84
1 16 80
1 17 87
1 18 8
1 19 92
1 20 23
1 21 85
1 22 25
1 23 76
1 24 68
1 25 35
1 26 36
1 27 11
1 28 55
1 29 95
1 30 1
1 31 4
1 32 60
1 33 44
1 34 3
1 35 36
1 36 83
1 37 15
1 38 81
1 39 46
1 40 63
1 41 53
1 42 59
1 43 96
1 44 62
1 45 72
1 46 90
1 47 3
1 48 2
1 49 54
1 50 99
1 51 94
1 52 59
1 53 41
1 54 45
1 55 32
1 56 76
1 57 76
1 58 52
1 59 87
1 60 94
1 61 60
1 62 62
1 63 78
1 64 47
1 65 88
1 66 97
1 67 22
1 68 88
1 69 5
1 70 1
1 71 73
1 72 79
1 73 64
1 74 69
1 75 42
1 76 59
1 77 19
1 78 51
1 79 17
2 3 42
2 4 83
2 5 16
2 6 77
2 7 82
2 8 13
2 9 38
2 10 79
2 11 96
2 12 7
2 13 60
2 14 51
2 15 91
2 16 65
2 17 43
2 18 38
2 19 7
2 20 89
2 21 59
2 22 39
2 23 59
2 24 3
2 25 42
2 26 38
2 27 17
2 28 100
2 29 8
2 30 22
2 31 19
2 32 14
2 33 74
2 34 73
2 35 36
2 36 19
2 37 46
2 38 69
2 39 68
2 40 9
2 41 85
2 42 44
2 43 56
2 44 85
2 45 49
2 46 17
2 47 77
2 48 77
2 49 69
2 50 43
2 51 27
2 52 84
2 53 60
2 54 16
2 55 63
2 56 65
2 57 28
2 58 10
2 59 11
2 60 79
2 61 71
2 62 72
2 63 54
2 64 83
2 65 80
2 66 3
2 67 5
2 68 67
2 69 2
2 70 53
2 71 49
2 72 90
2 73 50
2 74 5
2 75 52
2 76 41
2 77 82
2 78 29
2 79 83
3 4 86
3 5 61
3 6 52
3 7 62
3 8 22
3 9 36
3 10 29
3 11 35
3 12 13
3 13 21
3 14 83
3 15 40
3 16 88
3 17 62
3 18 96
3 19 15
3 20 32
3 21 94
3 22 48
3 23 8
3 24 30
3 25 13
3 26 87
3 27 70
3 28 84
3 29 66
3 30 55
3 31 14
3 32 94
3 33 37
3 34 57
3 35 7
3 36 50
3 37 59
3 38 27
3 39 68
3 40 11
3 41 71
3 42 54
3 43 10
3 44 43
3 45 55
3 46 52
3 47 38
3 48 9
3 49 27
3 50 8
3 51 49
3 52 51
3 53 23
3 54 9
3 55 22
3 56 12
3 57 10
3 58 67
3 59 51
3 60 100
3 61 79
3 62 65
3 63 80
3 64 55
3 65 36
3 66 39
3 67 77
3 68 68
3 69 40
3 70 34
3 71 34
3 72 28
3 73 52
3 74 50
3 75 98
3 76 81
3 77 28
3 78 47
3 79 59
4 5 64
4 6 3
4 7 5
4 8 53
4 9 91
4 10 54
4 11 28
4 12 13
4 13 4
4 14 65
4 15 63
4 16 12
4 17 70
4 18 77
4 19 39
4 20 98
4 21 46
4 22 50
4 23 28
4 24 71
4 25 23
4 26 90
4 27 18
4 28 10
4 29 25
4 30 33
4 31 94
4 32 60
4 33 13
4 34 72
4 35 99
4 36 52
4 37 57
4 38 6
4 39 8
4 40 16
4 41 44
4 42 45
4 43 5
4 44 50
4 45 5
4 46 4
4 47 26
4 48 95
4 49 6
4 50 2
4 51 53
4 52 8
4 53 26
4 54 43
4 55 65
4 56 88
4 57 8
4 58 59
4 59 91
4 60 59
4 61 29
4 62 19
4 63 59
4 64 97
4 65 100
4 66 72
4 67 26
4 68 85
4 69 91
4 70 84
4 71 98
4 72 49
4 73 29
4 74 27
4 75 44
4 76 75
4 77 91
4 78 47
4 79 13
5 6 37
5 7 52
5 8 85
5 9 23
5 10 97
5 11 43
5 12 84
5 13 53
5 14 79
5 15 56
5 16 92
5 17 96
5 18 20
5 19 9
5 20 41
5 21 57
5 22 38
5 23 60
5 24 95
5 25 83
5 26 8
5 27 13
5 28 86
5 29 16
5 30 89
5 31 8
5 32 97
5 33 96
5 34 51
5 35 6
5 36 61
5 37 5
5 38 25
5 39 14
5 40 70
5 41 96
5 42 27
5 43 73
5 44 2
5 45 29
5 46 2
5 47 43
5 48 70
5 49 96
5 50 84
5 51 21
5 52 18
5 53 87
5 54 46
5 55 95
5 56 68
5 57 80
5 58 17
5 59 11
5 60 47
5 61 6
5 62 69
5 63 35
5 64 82
5 65 26
5 66 39
5 67 85
5 68 48
5 69 93
5 70 69
5 71 97
5 72 67
5 73 60
5 74 6
5 75 81
5 76 57
5 77 34
5 78 21
5 79 71
6 7 95
6 8 13
6 9 63
6 10 18
6 11 53
6 12 58
6 13 89
6 14 8
6 15 27
6 16 50
6 17 74
6 18 85
6 19 100
6 20 91
6 21 84
6 22 68
6 23 60
6 24 60
6 25 33
6 26 25
6 27 54
6 28 27
6 29 53
6 30 23
6 31 42
6 32 14
6 33 70
6 34 33
6 35 4
6 36 4
6 37 98
6 38 47
6 39 10
6 40 86
6 41 87
6 42 96
6 43 19
6 44 60
6 45 85
6 46 83
6 47 83
6 48 34
6 49 5
6 50 72
6 51 58
6 52 54
6 53 19
6 54 79
6 55 3
6 56 59
6 57 17
6 58 47
6 59 34
6 60 67
6 61 54
6 62 56
6 63 48
6 64 75
6 65 66
6 66 88
6 67 48
6 68 93
6 69 45
6 70 29
6 71 18
6 72 55
6 73 4
6 74 44
6 75 37
6 76 38
6 77 59
6 78 36
6 79 68
7 8 87
7 9 91
7 10 50
7 11 99
7 12 72
7 13 53
7 14 92
7 15 87
7 16 15
7 17 56
7 18 7
7 19 98
7 20 78
7 21 27
7 22 85
7 23 87
7 24 25
7 25 79
7 26 75
7 27 60
7 28 10
7 29 81
7 30 74
7 31 14
7 32 32
7 33 82
7 34 23
7 35 13
7 36 32
7 37 71
7 38 21
7 39 70
7 40 48
7 41 92
7 42 56
7 43 63
7 44 79
7 45 9
7 46 75
7 47 99
7 48 61
7 49 54
7 50 39
7 51 90
7 52 78
7 53 76
7 54 14
7 55 72
7 56 13
7 57 12
7 58 81
7 59 8
7 60 67
7 61 85
7 62 87
7 63 71
7 64 88
7 65 98
7 66 11
7 67 57
7 68 92
7 69 26
7 70 25
7 71 90
7 72 55
7 73 32
7 74 20
7 75 88
7 76 79
7 77 39
7 78 39
7 79 90
8 9 8
8 10 99
8 11 82
8 12 11
8 13 12
8 14 56
8 15 55
8 16 92
8 17 21
8 18 43
8 19 23
8 20 47
8 21 47
8 22 56
