40 780
0 1 79
0 2 80
0 3 8
0 4 6
0 5 99
0 6 77
0 7 85
0 8 64
0 9 56
0 10 88
0 11 25
0 12 4
0 13 50
0 14 46
0 15 60
0 16 78
0 17 35
0 18 42
0 19 26
0 20 20
0 21 11
0 22 13
0 23 79
0 24 22
0 25 23
0 26 45
0 27 68
0 28 33
0 29 82
0 30 7
0 31 96
0 32 16
0 33 65
0 34 20
0 35 44
0 36 62
0 37 4
0 38 81
0 39 39
1 2 57
1 3 41
1 4 44
1 5 78
1 6 83
1 7 13
1 8 100
1 9 41
1 10 31
1 11 96
1 12 16
1 13 15
1 14 3
1 15 80
1 16 23
1 17 88
1 18 17
1 19 12
1 20 36
1 21 62
1 22 60
1 23 98
1 24 57
1 25 33
1 26 86
1 27 8
1 28 87
1 29 20
1 30 68
1 31 52
1 32 26
1 33 11
1 34 88
1 35 24
1 36 19
1 37 61
1 38 76
1 39 52
2 3 18
2 4 29
2 5 6
2 6 31
2 7 26
2 8 1
2 9 10
2 10 70
2 11 78
2 12 28
2 13 42
2 14 5
2 15 80
2 16 30
2 17 94
2 18 96
2 19 91
2 20 87
2 21 94
2 22 65
2 23 7
2 24 40
2 25 36
2 26 39
2 27 81
2 28 39
2 29 71
2 30 22
2 31 32
2 32 64
2 33 35
2 34 94
2 35 58
2 36 31
2 37 37
2 38 100
2 39 36
3 4 33
3 5 96
3 6 7
3 7 63
3 8 40
3 9 94
3 10 53
3 11 91
3 12 95
3 13 39
3 14 20
3 15 28
3 16 60
3 17 86
3 18 90
3 19 87
3 20 60
3 21 3
3 22 58
3 23 45
3 24 50
3 25 5
3 26 63
3 27 89
3 28 27
3 29 55
3 30 29
3 31 55
3 32 44
3 33 90
3 34 32
3 35 24
3 36 16
3 37 67
3 38 26
3 39 100
4 5 75
4 6 49
4 7 30
4 8 4
4 9 34
4 10 94
4 11 74
4 12 17
4 13 26
4 14 27
4 15 25
4 16 5
4 17 14
4 18 71
4 19 16
4 20 27
4 21 77
4 22 31
4 23 74
4 24 72
4 25 26
4 26 71
4 27 77
4 28 30
4 29 84
4 30 100
4 31 95
4 32 40
4 33 57
4 34 20
4 35 12
4 36 39
4 37 7
4 38 78
4 39 91
5 6 67
5 7 20
5 8 27
5 9 38
5 10 69
5 11 75
5 12 16
5 13 25
5 14 95
5 15 9
5 16 64
5 17 84
5 18 18
5 19 2
5 20 42
5 21 4
5 22 37
5 23 1
5 24 93
5 25 58
5 26 72
5 27 30
5 28 31
5 29 47
5 30 50
5 31 36
5 32 65
5 33 18
5 34 70
5 35 92
5 36 94
5 37 79
5 38 75
5 39 80
6 7 69
6 8 12
6 9 43
6 10 77
6 11 89
6 12 73
6 13 79
6 14 67
6 15 77
6 16 19
6 17 20
6 18 90
6 19 75
6 20 83
6 21 35
6 22 7
6 23 9
6 24 4
6 25 54
6 26 41
6 27 78
6 28 99
6 29 62
6 30 19
6 31 93
6 32 27
6 33 59
6 34 1
6 35 100
6 36 55
6 37 4
6 38 34
6 39 17
7 8 20
7 9 44
7 10 52
7 11 34
7 12 50
7 13 82
7 14 59
7 15 86
7 16 5
7 17 84
7 18 72
7 19 84
7 20 33
7 21 11
7 22 35
7 23 36
7 24 94
7 25 87
7 26 38
7 27 13
7 28 1
7 29 44
7 30 15
7 31 43
7 32 18
7 33 11
7 34 68
7 35 31
7 36 35
7 37 33
7 38 20
7 39 76
8 9 38
8 10 97
8 11 25
8 12 14
8 13 61
8 14 7
8 15 11
8 16 47
8 17 43
8 18 91
8 19 75
8 20 29
8 21 57
8 22 61
8 23 84
8 24 14
8 25 73
8 26 96
8 27 97
8 28 79
8 29 6
8 30 6
8 31 6
8 32 23
8 33 22
8 34 55
8 35 4
8 36 53
8 37 27
8 38 81
8 39 86
9 10 37
9 11 71
9 12 35
9 13 39
9 14 93
9 15 62
9 16 61
9 17 59
9 18 25
9 19 29
9 20 84
9 21 54
9 22 68
9 23 91
9 24 21
9 25 36
9 26 92
9 27 42
9 28 51
9 29 59
9 30 50
9 31 28
9 32 70
9 33 15
9 34 41
9 35 6
9 36 42
9 37 86
9 38 48
9 39 53
10 11 36
10 12 83
10 13 64
10 14 63
10 15 6
10 16 13
10 17 73
10 18 83
10 19 99
10 20 31
10 21 95
10 22 10
10 23 14
10 24 55
10 25 54
10 26 11
10 27 3
10 28 61
10 29 7
10 30 36
10 31 74
10 32 36
10 33 88
10 34 6
10 35 86
10 36 89
10 37 3
10 38 94
10 39 69
11 12 73
11 13 100
11 14 79
11 15 15
11 16 53
11 17 68
11 18 12
11 19 33
11 20 44
11 21 75
11 22 3
11 23 7
11 24 42
11 25 59
11 26 73
11 27 68
11 28 41
11 29 48
11 30 50
11 31 50
11 32 48
11 33 39
11 34 53
11 35 97
11 36 8
11 37 6
11 38 96
11 39 51
12 13 70
12 14 4
12 15 19
12 16 68
12 17 92
12 18 11
12 19 87
12 20 37
12 21 84
12 22 47
12 23 33
12 24 68
12 25 45
12 26 11
12 27 63
12 28 60
12 29 90
12 30 100
12 31 28
12 32 89
12 33 20
12 34 79
12 35 78
12 36 12
12 37 2
12 38 26
12 39 55
13 14 58
13 15 37
13 16 15
13 17 59
13 18 9
13 19 4
13 20 94
13 21 4
13 22 20
13 23 88
13 24 3
13 25 53
13 26 11
13 27 2
13 28 42
13 29 25
13 30 16
13 31 98
13 32 58
13 33 28
13 34 43
13 35 23
13 36 12
13 37 84
13 38 3
13 39 26
14 15 72
14 16 8
14 17 84
14 18 60
14 19 10
14 20 13
14 21 79
14 22 14
14 23 47
14 24 100
14 25 16
14 26 42
14 27 38
14 28 61
14 29 52
14 30 5
14 31 9
14 32 22
14 33 59
14 34 20
14 35 48
14 36 95
14 37 22
14 38 70
14 39 30
15 16 100
15 17 44
15 18 4
15 19 7
15 20 78
15 21 71
15 22 55
15 23 19
15 24 38
15 25 94
15 26 62
15 27 47
15 28 65
15 29 67
15 30 47
15 31 9
15 32 83
15 33 72
15 34 11
15 35 39
15 36 35
15 37 82
15 38 45
15 39 98
16 17 54
