40 780
0 1 30
0 2 74
0 3 12
0 4 45
0 5 95
0 6 38
0 7 8
0 8 47
0 9 69
0 10 43
0 11 57
0 12 67
0 13 37
0 14 46
0 15 42
0 16 62
0 17 14
0 18 62
0 19 29
0 20 15
0 21 93
0 22 39
0 23 57
0 24 46
0 25 13
0 26 61
0 27 75
0 28 26
0 29 96
0 30 16
0 31 9
0 32 87
0 33 1
0 34 87
0 35 47
0 36 40
0 37 38
0 38 65
0 39 8
1 2 74
1 3 61
1 4 21
1 5 7
1 6 33
1 7 31
1 8 7
1 9 99
1 10 99
1 11 64
1 12 14
1 13 95
1 14 1
1 15 6
1 16 33
1 17 3
1 18 78
1 19 11
1 20 53
1 21 11
1 22 59
1 23 62
1 24 17
1 25 90
1 26 18
1 27 14
1 28 34
1 29 54
1 30 72
1 31 4
1 32 23
1 33 2
1 34 80
1 35 27
1 36 99
1 37 48
1 38 19
1 39 41
2 3 69
2 4 61
2 5 67
2 6 42
2 7 19
2 8 44
2 9 89
2 10 89
2 11 12
2 12 73
2 13 64
2 14 14
2 15 75
2 16 12
2 17 83
2 18 70
2 19 2
2 20 81
2 21 47
2 22 94
2 23 82
2 24 73
2 25 64
2 26 72
2 27 9
2 28 95
2 29 54
2 30 61
2 31 79
2 32 21
2 33 16
2 34 58
2 35 21
2 36 47
2 37 1
2 38 42
2 39 83
3 4 21
3 5 83
3 6 28
3 7 12
3 8 46
3 9 76
3 10 20
3 11 89
3 12 16
3 13 62
3 14 6
3 15 23
3 16 75
3 17 65
3 18 2
3 19 54
3 20 68
3 21 14
3 22 15
3 23 92
3 24 86
3 25 60
3 26 36
3 27 98
3 28 74
3 29 39
3 30 6
3 31 3
3 32 92
3 33 24
3 34 8
3 35 95
3 36 42
3 37 76
3 38 66
3 39 16
4 5 81
4 6 75
4 7 61
4 8 55
4 9 62
4 10 80
4 11 34
4 12 41
4 13 93
4 14 78
4 15 46
4 16 28
4 17 21
4 18 73
4 19 92
4 20 38
4 21 89
4 22 98
4 23 31
4 24 13
4 25 7
4 26 63
4 27 19
4 28 75
4 29 17
4 30 40
4 31 21
4 32 84
4 33 30
4 34 65
4 35 5
4 36 86
4 37 2
4 38 27
4 39 93
5 6 96
5 7 53
5 8 59
5 9 57
5 10 100
5 11 73
5 12 77
5 13 38
5 14 11
5 15 15
5 16 52
5 17 53
5 18 96
5 19 99
5 20 80
5 21 66
5 22 28
5 23 62
5 24 83
5 25 8
5 26 24
5 27 65
5 28 19
5 29 99
5 30 41
5 31 50
5 32 8
5 33 1
5 34 50
5 35 71
5 36 80
5 37 20
5 38 72
5 39 38
6 7 94
6 8 65
6 9 80
6 10 27
6 11 39
6 12 100
6 13 30
6 14 83
6 15 9
6 16 6
6 17 16
6 18 71
6 19 26
6 20 43
6 21 54
6 22 29
6 23 5
6 24 11
6 25 81
6 26 50
6 27 19
6 28 55
6 29 72
6 30 91
6 31 25
6 32 93
6 33 6
6 34 57
6 35 36
6 36 74
6 37 36
6 38 26
6 39 79
7 8 55
7 9 3
7 10 1
7 11 93
7 12 26
7 13 25
7 14 60
7 15 62
7 16 13
7 17 45
7 18 95
7 19 96
7 20 52
7 21 96
7 22 94
7 23 87
7 24 84
7 25 54
7 26 70
7 27 24
7 28 56
7 29 97
7 30 80
7 31 48
7 32 43
7 33 3
7 34 5
7 35 63
7 36 25
7 37 49
