40 780
0 1 80
0 2 47
0 3 59
0 4 3
0 5 83
0 6 1
0 7 39
0 8 49
0 9 35
0 10 16
0 11 88
0 12 7
0 13 52
0 14 100
0 15 61
0 16 85
0 17 28
0 18 63
0 19 95
0 20 33
0 21 57
0 22 79
0 23 68
0 24 75
0 25 38
0 26 43
0 27 30
0 28 71
0 29 90
0 30 17
0 31 46
0 32 13
0 33 89
0 34 6
0 35 29
0 36 94
0 37 40
0 38 48
0 39 28
1 2 29
1 3 70
1 4 21
1 5 28
1 6 35
1 7 98
1 8 65
1 9 71
1 10 30
1 11 92
1 12 73
1 13 98
1 14 26
1 15 46
1 16 15
1 17 52
1 18 35
1 19 77
1 20 43
1 21 42
1 22 25
1 23 33
1 24 11
1 25 83
1 26 78
1 27 15
1 28 65
1 29 45
1 30 16
1 31 46
1 32 88
1 33 50
1 34 77
1 35 76
1 36 75
1 37 7
1 38 75
1 39 13
2 3 40
2 4 37
2 5 81
2 6 85
2 7 80
2 8 17
2 9 87
2 10 11
2 11 71
2 12 46
2 13 80
2 14 9
2 15 82
2 16 89
2 17 55
2 18 26
2 19 25
2 20 10
2 21 75
2 22 30
2 23 11
2 24 13
2 25 90
2 26 100
2 27 80
2 28 18
2 29 5
2 30 98
2 31 5
2 32 37
2 33 60
2 34 63
2 35 98
2 36 47
2 37 86
2 38 17
2 39 93
3 4 20
3 5 61
3 6 95
3 7 57
3 8 84
3 9 54
3 10 70
3 11 5
3 12 95
3 13 34
3 14 96
3 15 33
3 16 25
3 17 19
3 18 67
3 19 12
3 20 16
3 21 69
3 22 94
3 23 88
3 24 98
3 25 10
3 26 97
3 27 77
3 28 9
3 29 49
3 30 79
3 31 1
3 32 14
3 33 14
3 34 98
3 35 91
3 36 77
3 37 59
3 38 9
3 39 83
4 5 46
4 6 33
4 7 67
4 8 98
4 9 13
4 10 6
4 11 100
4 12 86
4 13 83
4 14 75
4 15 86
4 16 42
4 17 14
4 18 53
4 19 99
4 20 73
4 21 22
4 22 60
4 23 51
4 24 63
4 25 2
4 26 18
4 27 21
4 28 27
4 29 100
4 30 90
4 31 17
4 32 29
4 33 76
4 34 2
4 35 21
4 36 20
4 37 29
4 38 32
4 39 55
5 6 24
5 7 77
5 8 19
5 9 29
5 10 16
5 11 33
5 12 98
5 13 21
5 14 23
5 15 41
5 16 89
5 17 45
5 18 37
5 19 93
5 20 45
