160 12720
0 1 53
0 2 36
0 3 39
0 4 7
0 5 83
0 6 68
0 7 49
0 8 82
0 9 72
0 10 90
0 11 65
0 12 79
0 13 74
0 14 84
0 15 79
0 16 12
0 17 25
0 18 64
0 19 59
0 20 86
0 21 86
0 22 60
0 23 90
0 24 16
0 25 34
0 26 75
0 27 29
0 28 29
0 29 45
0 30 36
0 31 24
0 32 40
0 33 35
0 34 49
0 35 55
0 36 49
0 37 36
0 38 38
0 39 37
0 40 91
0 41 14
0 42 94
0 43 68
0 44 87
0 45 80
0 46 33
0 47 44
0 48 25
0 49 70
0 50 92
0 51 86
0 52 33
0 53 63
0 54 45
0 55 94
0 56 43
0 57 61
0 58 28
0 59 13
0 60 85
0 61 17
0 62 89
0 63 46
0 64 89
0 65 89
0 66 77
0 67 40
0 68 60
0 69 88
0 70 69
0 71 98
0 72 41
0 73 54
0 74 59
0 75 61
0 76 34
0 77 14
0 78 75
0 79 23
0 80 29
0 81 50
0 82 42
0 83 18
0 84 49
0 85 26
0 86 99
0 87 66
0 88 99
0 89 74
0 90 12
0 91 100
0 92 25
0 93 7
0 94 49
0 95 86
0 96 2
0 97 75
0 98 63
0 99 73
0 100 1
0 101 70
0 102 89
0 103 35
0 104 84
0 105 72
0 106 26
0 107 17
0 108 32
0 109 41
0 110 13
0 111 88
0 112 43
0 113 10
0 114 76
0 115 50
0 116 49
0 117 18
0 118 18
0 119 2
0 120 11
0 121 35
0 122 54
0 123 72
0 124 8
0 125 54
0 126 9
0 127 70
0 128 25
0 129 44
0 130 30
0 131 82
0 132 84
0 133 78
0 134 65
0 135 29
0 136 39
0 137 74
0 138 55
0 139 14
0 140 7
0 141 1
0 142 48
0 143 8
0 144 19
0 145 5
0 146 90
0 147 69
0 148 75
0 149 89
0 150 31
0 151 70
0 152 52
0 153 65
0 154 62
0 155 51
0 156 97
0 157 77
0 158 39
0 159 60
1 2 23
1 3 50
1 4 11
1 5 90
1 6 77
1 7 84
1 8 12
1 9 50
1 10 83
1 11 35
1 12 71
1 13 17
1 14 90
1 15 31
1 16 28
1 17 66
1 18 62
1 19 53
1 20 14
1 21 8
1 22 99
1 23 23
1 24 40
1 25 36
1 26 40
1 27 45
1 28 19
1 29 58
1 30 78
1 31 99
1 32 65
1 33 14
1 34 9
1 35 34
1 36 91
1 37 16
1 38 72
1 39 14
1 40 65
1 41 29
1 42 95
1 43 58
1 44 33
1 45 43
1 46 70
1 47 10
1 48 85
1 49 5
1 50 12
1 51 30
1 52 35
1 53 39
1 54 93
1 55 57
1 56 64
1 57 85
1 58 22
1 59 90
1 60 13
1 61 49
1 62 65
1 63 55
1 64 18
1 65 23
1 66 22
1 67 61
1 68 80
1 69 8
1 70 9
1 71 47
1 72 56
1 73 87
1 74 27
1 75 88
1 76 80
1 77 17
1 78 16
1 79 43
1 80 5
1 81 55
1 82 40
1 83 29
1 84 29
1 85 18
1 86 26
1 87 98
1 88 83
1 89 73
1 90 99
1 91 2
1 92 21
1 93 53
1 94 67
1 95 18
1 96 70
1 97 27
1 98 71
1 99 23
1 100 35
1 101 98
1 102 17
1 103 4
1 104 13
1 105 46
1 106 63
1 107 69
1 108 100
1 109 80
1 110 47
1 111 34
1 112 45
1 113 88
1 114 36
1 115 10
1 116 8
1 117 84
1 118 82
1 119 79
1 120 24
1 121 98
1 122 56
1 123 37
1 124 40
1 125 88
1 126 96
1 127 41
1 128 33
1 129 10
1 130 45
1 131 15
1 132 32
1 133 60
1 134 75
1 135 1
1 136 64
1 137 98
1 138 95
1 139 31
1 140 82
1 141 55
1 142 52
1 143 15
1 144 15
1 145 71
1 146 46
1 147 51
1 148 94
1 149 73
1 150 21
1 151 50
1 152 40
1 153 87
1 154 3
1 155 89
1 156 35
1 157 30
1 158 46
1 159 64
2 3 21
2 4 29
2 5 30
2 6 67
2 7 12
2 8 21
2 9 65
2 10 35
2 11 43
2 12 78
2 13 18
2 14 79
2 15 21
2 16 23
2 17 11
2 18 46
2 19 4
2 20 7
2 21 51
2 22 54
2 23 25
2 24 42
2 25 37
2 26 29
2 27 54
2 28 37
2 29 14
2 30 19
2 31 29
2 32 9
2 33 71
2 34 57
2 35 93
2 36 5
2 37 86
2 38 70
2 39 78
2 40 59
2 41 70
2 42 3
2 43 86
2 44 28
2 45 34
2 46 74
2 47 31
2 48 39
2 49 20
2 50 57
2 51 88
2 52 60
2 53 97
2 54 52
2 55 71
2 56 46
2 57 83
2 58 61
2 59 32
2 60 44
2 61 49
2 62 26
2 63 90
2 64 42
2 65 65
2 66 87
2 67 78
2 68 97
2 69 98
2 70 22
2 71 23
2 72 2
2 73 39
2 74 3
2 75 41
2 76 89
2 77 56
2 78 61
2 79 52
2 80 17
2 81 38
2 82 34
2 83 14
2 84 72
2 85 87
2 86 12
2 87 17
2 88 42
2 89 16
2 90 2
2 91 76
2 92 12
2 93 13
2 94 61
2 95 56
2 96 49
2 97 99
2 98 74
2 99 68
2 100 60
2 101 94
2 102 78
2 103 33
2 104 40
2 105 99
2 106 16
2 107 83
2 108 8
2 109 26
2 110 76
2 111 88
2 112 95
2 113 25
2 114 29
2 115 8
2 116 62
2 117 38
2 118 84
2 119 75
2 120 56
2 121 65
2 122 88
2 123 30
2 124 72
2 125 92
2 126 32
2 127 38
2 128 7
2 129 73
2 130 39
2 131 45
2 132 92
2 133 64
2 134 69
2 135 74
2 136 53
2 137 70
2 138 10
2 139 84
2 140 9
2 141 77
2 142 6
2 143 25
2 144 79
2 145 58
2 146 20
2 147 89
2 148 100
2 149 9
2 150 33
2 151 19
2 152 28
2 153 12
2 154 11
2 155 56
2 156 90
2 157 41
2 158 69
2 159 56
3 4 36
3 5 4
3 6 4
3 7 69
3 8 5
3 9 85
3 10 70
3 11 65
3 12 68
3 13 45
3 14 58
3 15 45
3 16 85
3 17 95
3 18 36
3 19 89
3 20 93
3 21 16
3 22 48
3 23 80
3 24 1
3 25 86
3 26 95
3 27 36
3 28 63
3 29 58
3 30 40
3 31 28
3 32 21
3 33 38
3 34 99
3 35 43
3 36 82
3 37 81
3 38 7
3 39 40
3 40 77
3 41 72
3 42 52
3 43 75
3 44 46
3 45 64
3 46 43
3 47 8
3 48 55
3 49 71
3 50 22
3 51 3
3 52 50
3 53 57
3 54 90
3 55 2
3 56 3
3 57 34
3 58 31
3 59 97
3 60 49
3 61 52
3 62 24
3 63 16
3 64 2
3 65 62
3 66 10
3 67 9
3 68 64
3 69 64
3 70 57
3 71 87
3 72 57
3 73 22
3 74 86
3 75 37
3 76 8
3 77 66
3 78 16
3 79 55
3 80 25
3 81 3
3 82 93
3 83 80
3 84 92
3 85 87
3 86 38
3 87 36
3 88 51
3 89 96
3 90 90
3 91 4
3 92 4
3 93 13
3 94 90
3 95 56
3 96 12
3 97 11
3 98 8
3 99 87
3 100 24
3 101 57
3 102 90
3 103 10
3 104 84
3 105 43
3 106 59
3 107 100
3 108 15
3 109 92
3 110 40
3 111 61
3 112 2
3 113 54
3 114 16
3 115 97
3 116 91
3 117 2
3 118 88
3 119 44
3 120 73
3 121 87
3 122 71
3 123 81
3 124 37
3 125 81
3 126 49
3 127 76
3 128 17
3 129 23
3 130 47
3 131 1
3 132 38
3 133 75
3 134 73
3 135 36
3 136 59
3 137 3
3 138 65
3 139 94
3 140 41
3 141 94
3 142 42
3 143 23
3 144 7
3 145 53
3 146 42
3 147 83
3 148 19
3 149 75
3 150 40
3 151 98
3 152 51
3 153 45
3 154 19
3 155 62
3 156 61
3 157 65
3 158 74
3 159 20
4 5 96
4 6 7
4 7 73
4 8 67
4 9 62
4 10 89
4 11 32
4 12 75
4 13 28
4 14 27
4 15 59
4 16 74
4 17 42
4 18 49
4 19 38
4 20 29
4 21 48
4 22 12
4 23 37
4 24 15
4 25 26
4 26 6
4 27 29
4 28 11
4 29 48
4 30 74
4 31 16
4 32 72
4 33 77
4 34 21
4 35 92
4 36 90
4 37 68
4 38 28
4 39 57
4 40 52
4 41 49
4 42 91
4 43 41
4 44 61
4 45 52
4 46 76
4 47 74
4 48 42
4 49 93
4 50 95
4 51 48
4 52 96
4 53 9
4 54 33
4 55 92
4 56 7
4 57 58
4 58 4
4 59 39
4 60 69
4 61 100
4 62 34
4 63 11
4 64 60
4 65 12
4 66 16
4 67 82
4 68 64
4 69 5
4 70 8
4 71 5
4 72 20
4 73 15
4 74 48
4 75 1
4 76 82
4 77 37
4 78 76
4 79 61
4 80 24
4 81 11
4 82 66
4 83 90
4 84 94
4 85 43
4 86 72
4 87 79
4 88 21
4 89 70
4 90 16
4 91 73
4 92 84
4 93 73
4 94 54
4 95 79
4 96 28
4 97 13
4 98 36
4 99 91
4 100 52
4 101 11
4 102 47
4 103 86
4 104 7
4 105 78
4 106 9
4 107 77
4 108 61
4 109 71
4 110 42
4 111 84
4 112 15
4 113 97
4 114 54
4 115 85
4 116 55
4 117 34
4 118 80
4 119 83
4 120 7
4 121 44
4 122 56
4 123 42
4 124 93
4 125 96
4 126 4
4 127 47
4 128 80
4 129 13
4 130 72
4 131 21
4 132 59
4 133 44
4 134 2
4 135 80
4 136 92
4 137 28
4 138 87
4 139 76
4 140 11
4 141 55
4 142 83
4 143 47
4 144 35
4 145 65
4 146 63
4 147 19
4 148 64
4 149 52
4 150 69
4 151 19
4 152 21
4 153 33
4 154 93
4 155 57
4 156 29
4 157 60
4 158 63
4 159 89
5 6 1
5 7 96
5 8 17
5 9 52
5 10 30
5 11 96
5 12 62
5 13 81
5 14 61
5 15 19
5 16 78
5 17 39
5 18 30
5 19 57
5 20 88
5 21 42
5 22 19
5 23 28
5 24 18
5 25 63
5 26 11
5 27 62
5 28 26
5 29 97
5 30 51
5 31 60
5 32 90
5 33 43
5 34 69
5 35 60
5 36 9
5 37 41
5 38 9
5 39 29
5 40 54
5 41 26
5 42 24
5 43 40
5 44 33
5 45 67
5 46 98
5 47 99
5 48 6
5 49 78
5 50 87
5 51 4
5 52 32
5 53 96
5 54 59
5 55 7
5 56 74
5 57 94
5 58 31
5 59 93
5 60 9
5 61 26
5 62 14
5 63 80
5 64 91
5 65 77
5 66 85
5 67 56
5 68 47
5 69 58
5 70 30
5 71 93
5 72 26
5 73 14
5 74 50
5 75 40
5 76 44
5 77 63
5 78 14
5 79 51
5 80 35
5 81 46
5 82 15
5 83 60
5 84 91
5 85 47
5 86 69
5 87 2
5 88 59
5 89 3
5 90 84
5 91 93
5 92 96
5 93 46
5 94 4
5 95 36
5 96 40
5 97 16
5 98 21
5 99 88
5 100 5
5 101 64
5 102 92
5 103 49
5 104 64
5 105 37
5 106 33
5 107 44
5 108 35
5 109 19
5 110 50
5 111 12
5 112 82
5 113 88
5 114 57
5 115 51
5 116 21
5 117 75
5 118 6
5 119 82
5 120 23
5 121 63
5 122 25
5 123 65
5 124 52
5 125 28
5 126 18
5 127 45
5 128 96
5 129 40
5 130 96
5 131 78
5 132 44
5 133 25
5 134 20
5 135 33
5 136 87
5 137 88
5 138 62
5 139 77
5 140 46
5 141 80
5 142 14
5 143 47
5 144 96
5 145 85
5 146 59
5 147 53
5 148 13
5 149 3
5 150 52
5 151 89
5 152 8
5 153 10
5 154 27
5 155 73
5 156 63
5 157 17
5 158 53
5 159 56
6 7 15
6 8 15
6 9 6
6 10 47
6 11 89
6 12 65
6 13 5
6 14 11
6 15 29
6 16 59
6 17 5
6 18 25
6 19 52
6 20 29
6 21 15
6 22 13
6 23 44
6 24 81
6 25 33
6 26 2
6 27 82
6 28 45
6 29 29
6 30 12
6 31 45
6 32 90
6 33 98
6 34 48
6 35 32
6 36 97
6 37 3
6 38 17
6 39 14
6 40 7
6 41 61
6 42 61
6 43 98
6 44 36
6 45 70
6 46 43
6 47 25
6 48 75
6 49 9
6 50 52
6 51 93
6 52 77
6 53 83
6 54 55
6 55 5
6 56 96
6 57 7
6 58 37
6 59 30
6 60 97
6 61 47
6 62 64
6 63 21
6 64 36
6 65 49
6 66 51
6 67 6
6 68 75
6 69 58
6 70 27
6 71 86
6 72 19
6 73 53
6 74 50
6 75 50
6 76 28
6 77 96
6 78 35
6 79 45
6 80 70
6 81 76
6 82 96
6 83 94
6 84 54
6 85 43
6 86 14
6 87 85
6 88 96
6 89 19
6 90 1
6 91 89
6 92 76
6 93 43
6 94 65
6 95 59
6 96 7
6 97 41
6 98 23
6 99 45
6 100 28
6 101 65
6 102 19
6 103 1
6 104 16
6 105 24
6 106 76
6 107 31
6 108 39
6 109 34
6 110 92
6 111 45
6 112 92
6 113 18
6 114 11
6 115 74
6 116 12
6 117 68
6 118 82
6 119 43
6 120 51
6 121 66
6 122 15
6 123 39
6 124 5
6 125 46
6 126 79
6 127 99
6 128 67
6 129 58
6 130 77
6 131 86
6 132 74
6 133 45
6 134 35
6 135 6
6 136 2
6 137 64
6 138 36
6 139 97
6 140 17
6 141 32
6 142 60
6 143 83
6 144 14
6 145 43
6 146 91
6 147 70
6 148 77
6 149 7
6 150 6
6 151 68
6 152 86
6 153 46
6 154 80
6 155 45
6 156 17
6 157 28
6 158 12
6 159 11
7 8 39
7 9 35
7 10 59
7 11 79
7 12 84
7 13 54
7 14 44
7 15 1
7 16 57
7 17 91
7 18 58
7 19 76
7 20 15
7 21 14
7 22 82
7 23 37
7 24 69
7 25 9
7 26 75
7 27 97
7 28 25
7 29 27
7 30 3
7 31 27
7 32 36
7 33 82
7 34 51
7 35 55
7 36 40
7 37 69
7 38 64
7 39 27
7 40 13
7 41 94
7 42 10
7 43 13
7 44 78
7 45 9
7 46 35
7 47 46
7 48 65
7 49 27
7 50 12
7 51 4
7 52 39
7 53 91
7 54 28
7 55 53
7 56 12
7 57 62
7 58 57
7 59 90
7 60 52
7 61 49
7 62 84
7 63 55
7 64 51
7 65 69
7 66 40
7 67 27
7 68 64
7 69 25
7 70 42
7 71 32
7 72 15
7 73 78
7 74 81
7 75 8
7 76 62
7 77 36
7 78 81
7 79 11
7 80 3
7 81 59
7 82 17
7 83 76
7 84 71
7 85 45
7 86 20
7 87 10
7 88 91
7 89 55
7 90 42
7 91 6
7 92 24
7 93 69
7 94 36
7 95 57
7 96 68
7 97 52
7 98 24
7 99 64
7 100 4
7 101 36
7 102 75
7 103 22
7 104 10
7 105 48
7 106 50
7 107 9
7 108 78
7 109 72
7 110 35
7 111 82
7 112 87
