120 7140
0 1 70
0 2 54
0 3 85
0 4 96
0 5 37
0 6 73
0 7 22
0 8 1
0 9 99
0 10 15
0 11 29
0 12 35
0 13 38
0 14 97
0 15 75
0 16 73
0 17 67
0 18 94
0 19 64
0 20 76
0 21 22
0 22 92
0 23 53
0 24 9
0 25 87
0 26 74
0 27 52
0 28 80
0 29 71
0 30 13
0 31 28
0 32 28
0 33 18
0 34 22
0 35 46
0 36 82
0 37 38
0 38 60
0 39 92
0 40 15
0 41 52
0 42 36
0 43 20
0 44 65
0 45 22
0 46 16
0 47 22
0 48 65
0 49 6
0 50 92
0 51 92
0 52 48
0 53 61
0 54 54
0 55 60
0 56 59
0 57 38
0 58 75
0 59 53
0 60 19
0 61 34
0 62 4
0 63 53
0 64 91
0 65 66
0 66 75
0 67 83
0 68 23
0 69 54
0 70 6
0 71 21
0 72 62
0 73 41
0 74 60
0 75 78
0 76 76
0 77 35
0 78 16
0 79 44
0 80 98
0 81 65
0 82 93
0 83 65
0 84 99
0 85 4
0 86 65
0 87 26
0 88 50
0 89 8
0 90 26
0 91 53
0 92 28
0 93 68
0 94 4
0 95 17
0 96 90
0 97 77
0 98 84
0 99 2
0 100 67
0 101 84
0 102 40
0 103 48
0 104 50
0 105 9
0 106 60
0 107 86
0 108 95
0 109 54
0 110 63
0 111 84
0 112 79
0 113 65
0 114 31
0 115 31
0 116 57
0 117 92
0 118 66
0 119 78
1 2 81
1 3 21
1 4 66
1 5 93
1 6 55
1 7 33
1 8 64
1 9 37
1 10 46
1 11 7
1 12 59
1 13 31
1 14 77
1 15 92
1 16 29
1 17 69
1 18 39
1 19 61
1 20 36
1 21 9
1 22 33
1 23 3
1 24 45
1 25 87
1 26 5
1 27 63
1 28 28
1 29 52
1 30 29
1 31 97
1 32 89
1 33 9
1 34 68
1 35 18
1 36 26
1 37 20
1 38 70
1 39 18
1 40 11
1 41 68
1 42 20
1 43 55
1 44 54
1 45 53
1 46 14
1 47 12
1 48 31
1 49 36
1 50 60
1 51 42
1 52 83
1 53 60
1 54 34
1 55 40
1 56 76
1 57 62
1 58 38
1 59 92
1 60 8
1 61 60
1 62 42
1 63 36
1 64 35
1 65 78
1 66 98
1 67 71
1 68 63
1 69 86
