160 12720
0 1 49
0 2 30
0 3 55
0 4 83
0 5 37
0 6 93
0 7 26
0 8 84
0 9 33
0 10 88
0 11 77
0 12 9
0 13 5
0 14 16
0 15 44
0 16 93
0 17 11
0 18 13
0 19 49
0 20 95
0 21 20
0 22 44
0 23 75
0 24 76
0 25 100
0 26 60
0 27 18
0 28 42
0 29 50
0 30 66
0 31 34
0 32 47
0 33 49
0 34 91
0 35 37
0 36 32
0 37 34
0 38 40
0 39 52
0 40 47
0 41 15
0 42 11
0 43 24
0 44 57
0 45 60
0 46 80
0 47 75
0 48 49
0 49 75
0 50 37
0 51 79
0 52 85
0 53 2
0 54 34
0 55 24
0 56 67
0 57 26
0 58 79
0 59 8
0 60 87
0 61 74
0 62 16
0 63 68
0 64 68
0 65 30
0 66 100
0 67 69
0 68 36
0 69 23
0 70 37
0 71 17
0 72 2
0 73 82
0 74 65
0 75 68
0 76 16
0 77 20
0 78 97
0 79 69
0 80 68
0 81 91
0 82 72
0 83 15
0 84 27
0 85 94
0 86 25
0 87 47
0 88 79
0 89 45
0 90 99
0 91 79
0 92 56
0 93 40
0 94 21
0 95 10
0 96 50
0 97 34
0 98 56
0 99 52
0 100 76
0 101 15
0 102 100
0 103 6
0 104 23
0 105 82
0 106 93
0 107 23
0 108 63
0 109 36
0 110 18
0 111 69
0 112 63
0 113 100
0 114 19
0 115 84
0 116 100
0 117 39
0 118 31
0 119 30
0 120 56
0 121 58
0 122 3
0 123 27
0 124 63
0 125 38
0 126 49
0 127 70
0 128 88
0 129 58
0 130 11
0 131 30
0 132 43
0 133 34
0 134 12
0 135 76
0 136 59
0 137 93
0 138 11
0 139 96
0 140 60
0 141 80
0 142 71
0 143 13
0 144 100
0 145 44
0 146 48
0 147 41
0 148 66
0 149 46
0 150 12
0 151 13
0 152 61
0 153 32
0 154 21
0 155 59
0 156 36
0 157 74
0 158 35
0 159 77
1 2 32
1 3 31
1 4 77
1 5 52
1 6 58
1 7 76
1 8 69
1 9 58
1 10 1
1 11 74
1 12 54
1 13 82
1 14 46
1 15 27
1 16 96
1 17 54
1 18 97
1 19 35
1 20 39
1 21 7
1 22 45
1 23 79
1 24 93
1 25 39
1 26 16
1 27 46
1 28 61
1 29 23
1 30 52
1 31 62
1 32 60
1 33 26
1 34 65
1 35 56
1 36 81
1 37 15
1 38 2
1 39 100
1 40 39
1 41 50
1 42 56
1 43 2
1 44 96
1 45 4
1 46 68
1 47 55
1 48 24
1 49 7
1 50 16
1 51 71
1 52 20
1 53 29
1 54 87
1 55 36
1 56 83
1 57 44
